Electoral wards and divisions Code,Electoral wards and divisions,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E05011488,West Thornton,2,2. Professional occupations,1408
E05011488,West Thornton,3,3. Associate professional and technical occupations,835
E05011488,West Thornton,4,4. Administrative and secretarial occupations,872
E05011488,West Thornton,5,5. Skilled trades occupations,690
E05011488,West Thornton,6,"6. Caring, leisure and other service occupations",947
E05011488,West Thornton,7,7. Sales and customer service occupations,977
E05011488,West Thornton,8,"8. Process, plant and machine operatives",706
E05011488,West Thornton,9,9. Elementary occupations,1119
E05011489,Woodside (Croydon),-8,Does not apply,8387
E05011489,Woodside (Croydon),1,"1. Managers, directors and senior officials",951
E05011489,Woodside (Croydon),2,2. Professional occupations,1843
E05011489,Woodside (Croydon),3,3. Associate professional and technical occupations,1300
E05011489,Woodside (Croydon),4,4. Administrative and secretarial occupations,857
E05011489,Woodside (Croydon),5,5. Skilled trades occupations,706
E05011489,Woodside (Croydon),6,"6. Caring, leisure and other service occupations",954
E05011489,Woodside (Croydon),7,7. Sales and customer service occupations,572
E05011489,Woodside (Croydon),8,"8. Process, plant and machine operatives",488
E05011489,Woodside (Croydon),9,9. Elementary occupations,812
E05013496,Alperton,-8,Does not apply,7595
E05013496,Alperton,1,"1. Managers, directors and senior officials",572
E05013496,Alperton,2,2. Professional occupations,931
E05013496,Alperton,3,3. Associate professional and technical occupations,596
E05013496,Alperton,4,4. Administrative and secretarial occupations,535
E05013496,Alperton,5,5. Skilled trades occupations,857
E05013496,Alperton,6,"6. Caring, leisure and other service occupations",547
E05013496,Alperton,7,7. Sales and customer service occupations,812
E05013496,Alperton,8,"8. Process, plant and machine operatives",1073
E05013496,Alperton,9,9. Elementary occupations,1538
E05013497,Barnhill,-8,Does not apply,6369
E05013497,Barnhill,1,"1. Managers, directors and senior officials",640
E05013497,Barnhill,2,2. Professional occupations,1057
E05013497,Barnhill,3,3. Associate professional and technical occupations,532
E05013497,Barnhill,4,4. Administrative and secretarial occupations,450
E05013497,Barnhill,5,5. Skilled trades occupations,512
E05013497,Barnhill,6,"6. Caring, leisure and other service occupations",477
E05013497,Barnhill,7,7. Sales and customer service occupations,415
E05013497,Barnhill,8,"8. Process, plant and machine operatives",372
E05013497,Barnhill,9,9. Elementary occupations,597
E05013498,Brondesbury Park,-8,Does not apply,6651
E05013498,Brondesbury Park,1,"1. Managers, directors and senior officials",1271
E05013498,Brondesbury Park,2,2. Professional occupations,1856
E05013498,Brondesbury Park,3,3. Associate professional and technical occupations,1184
E05013498,Brondesbury Park,4,4. Administrative and secretarial occupations,570
E05013498,Brondesbury Park,5,5. Skilled trades occupations,392
E05013498,Brondesbury Park,6,"6. Caring, leisure and other service occupations",466
E05013498,Brondesbury Park,7,7. Sales and customer service occupations,339
E05013498,Brondesbury Park,8,"8. Process, plant and machine operatives",212
E05013498,Brondesbury Park,9,9. Elementary occupations,493
E05013499,Cricklewood & Mapesbury,-8,Does not apply,6944
E05013499,Cricklewood & Mapesbury,1,"1. Managers, directors and senior officials",924
E05013499,Cricklewood & Mapesbury,2,2. Professional occupations,1696
E05013499,Cricklewood & Mapesbury,3,3. Associate professional and technical occupations,1034
E05013499,Cricklewood & Mapesbury,4,4. Administrative and secretarial occupations,465
E05013499,Cricklewood & Mapesbury,5,5. Skilled trades occupations,630
E05013499,Cricklewood & Mapesbury,6,"6. Caring, leisure and other service occupations",611
E05013499,Cricklewood & Mapesbury,7,7. Sales and customer service occupations,486
E05013499,Cricklewood & Mapesbury,8,"8. Process, plant and machine operatives",398
E05013499,Cricklewood & Mapesbury,9,9. Elementary occupations,963
E05013500,Dollis Hill,-8,Does not apply,12911
E05013500,Dollis Hill,1,"1. Managers, directors and senior officials",949
E05013500,Dollis Hill,2,2. Professional occupations,1369
E05013500,Dollis Hill,3,3. Associate professional and technical occupations,834
E05013500,Dollis Hill,4,4. Administrative and secretarial occupations,760
E05013500,Dollis Hill,5,5. Skilled trades occupations,1095
E05013500,Dollis Hill,6,"6. Caring, leisure and other service occupations",951
E05013500,Dollis Hill,7,7. Sales and customer service occupations,866
E05013500,Dollis Hill,8,"8. Process, plant and machine operatives",806
E05013500,Dollis Hill,9,9. Elementary occupations,1309
E05013501,Harlesden & Kensal Green,-8,Does not apply,10792
E05013501,Harlesden & Kensal Green,1,"1. Managers, directors and senior officials",1016
E05013501,Harlesden & Kensal Green,2,2. Professional occupations,1605
E05013501,Harlesden & Kensal Green,3,3. Associate professional and technical occupations,1353
E05013501,Harlesden & Kensal Green,4,4. Administrative and secretarial occupations,764
E05013501,Harlesden & Kensal Green,5,5. Skilled trades occupations,772
E05013501,Harlesden & Kensal Green,6,"6. Caring, leisure and other service occupations",1091
E05013501,Harlesden & Kensal Green,7,7. Sales and customer service occupations,672
E05013501,Harlesden & Kensal Green,8,"8. Process, plant and machine operatives",664
E05013501,Harlesden & Kensal Green,9,9. Elementary occupations,1349
E05013502,Kenton (Brent),-8,Does not apply,9290
E05013502,Kenton (Brent),1,"1. Managers, directors and senior officials",1154
E05013502,Kenton (Brent),2,2. Professional occupations,2009
E05013502,Kenton (Brent),3,3. Associate professional and technical occupations,890
E05013502,Kenton (Brent),4,4. Administrative and secretarial occupations,937
E05013502,Kenton (Brent),5,5. Skilled trades occupations,980
E05013502,Kenton (Brent),6,"6. Caring, leisure and other service occupations",539
E05013502,Kenton (Brent),7,7. Sales and customer service occupations,573
E05013502,Kenton (Brent),8,"8. Process, plant and machine operatives",494
E05013502,Kenton (Brent),9,9. Elementary occupations,820
E05013503,Kilburn (Brent),-8,Does not apply,8398
E05013503,Kilburn (Brent),1,"1. Managers, directors and senior officials",1234
E05013503,Kilburn (Brent),2,2. Professional occupations,2245
E05013503,Kilburn (Brent),3,3. Associate professional and technical occupations,1537
E05013503,Kilburn (Brent),4,4. Administrative and secretarial occupations,639
E05013503,Kilburn (Brent),5,5. Skilled trades occupations,506
E05013503,Kilburn (Brent),6,"6. Caring, leisure and other service occupations",779
E05013503,Kilburn (Brent),7,7. Sales and customer service occupations,618
E05013503,Kilburn (Brent),8,"8. Process, plant and machine operatives",460
E05013503,Kilburn (Brent),9,9. Elementary occupations,796
E05013504,Kingsbury (Brent),-8,Does not apply,5801
E05013504,Kingsbury (Brent),1,"1. Managers, directors and senior officials",589
E05013504,Kingsbury (Brent),2,2. Professional occupations,1102
E05013504,Kingsbury (Brent),3,3. Associate professional and technical occupations,581
E05013504,Kingsbury (Brent),4,4. Administrative and secretarial occupations,496
E05013504,Kingsbury (Brent),5,5. Skilled trades occupations,697
E05013504,Kingsbury (Brent),6,"6. Caring, leisure and other service occupations",392
E05013504,Kingsbury (Brent),7,7. Sales and customer service occupations,474
E05013504,Kingsbury (Brent),8,"8. Process, plant and machine operatives",447
E05013504,Kingsbury (Brent),9,9. Elementary occupations,658
E05013505,Northwick Park,-8,Does not apply,6336
E05013505,Northwick Park,1,"1. Managers, directors and senior officials",845
E05013505,Northwick Park,2,2. Professional occupations,1636
E05013505,Northwick Park,3,3. Associate professional and technical occupations,628
E05013505,Northwick Park,4,4. Administrative and secretarial occupations,570
E05013505,Northwick Park,5,5. Skilled trades occupations,485
E05013505,Northwick Park,6,"6. Caring, leisure and other service occupations",430
E05013505,Northwick Park,7,7. Sales and customer service occupations,417
E05013505,Northwick Park,8,"8. Process, plant and machine operatives",415
E05013505,Northwick Park,9,9. Elementary occupations,604
E05013506,Preston (Brent),-8,Does not apply,6432
E05013506,Preston (Brent),1,"1. Managers, directors and senior officials",722
E05013506,Preston (Brent),2,2. Professional occupations,1183
E05013506,Preston (Brent),3,3. Associate professional and technical occupations,565
E05013506,Preston (Brent),4,4. Administrative and secretarial occupations,565
E05013506,Preston (Brent),5,5. Skilled trades occupations,876
E05013506,Preston (Brent),6,"6. Caring, leisure and other service occupations",433
E05013506,Preston (Brent),7,7. Sales and customer service occupations,523
E05013506,Preston (Brent),8,"8. Process, plant and machine operatives",514
E05013506,Preston (Brent),9,9. Elementary occupations,849
E05013507,Queens Park (Brent),-8,Does not apply,8080
E05013507,Queens Park (Brent),1,"1. Managers, directors and senior officials",1748
E05013507,Queens Park (Brent),2,2. Professional occupations,2435
E05013507,Queens Park (Brent),3,3. Associate professional and technical occupations,1895
E05013507,Queens Park (Brent),4,4. Administrative and secretarial occupations,579
E05013507,Queens Park (Brent),5,5. Skilled trades occupations,408
E05013507,Queens Park (Brent),6,"6. Caring, leisure and other service occupations",648
E05013507,Queens Park (Brent),7,7. Sales and customer service occupations,432
E05013507,Queens Park (Brent),8,"8. Process, plant and machine operatives",305
E05013507,Queens Park (Brent),9,9. Elementary occupations,630
E05013508,Queensbury (Brent),-8,Does not apply,8645
E05013508,Queensbury (Brent),1,"1. Managers, directors and senior officials",954
E05013508,Queensbury (Brent),2,2. Professional occupations,1485
E05013508,Queensbury (Brent),3,3. Associate professional and technical occupations,881
E05013508,Queensbury (Brent),4,4. Administrative and secretarial occupations,770
E05013508,Queensbury (Brent),5,5. Skilled trades occupations,1329
E05013508,Queensbury (Brent),6,"6. Caring, leisure and other service occupations",615
E05013508,Queensbury (Brent),7,7. Sales and customer service occupations,734
E05013508,Queensbury (Brent),8,"8. Process, plant and machine operatives",613
E05013508,Queensbury (Brent),9,9. Elementary occupations,1163
E05013509,Roundwood,-8,Does not apply,9701
E05013509,Roundwood,1,"1. Managers, directors and senior officials",590
E05013509,Roundwood,2,2. Professional occupations,1033
E05013509,Roundwood,3,3. Associate professional and technical occupations,823
E05013509,Roundwood,4,4. Administrative and secretarial occupations,565
E05013509,Roundwood,5,5. Skilled trades occupations,706
E05013509,Roundwood,6,"6. Caring, leisure and other service occupations",907
E05013509,Roundwood,7,7. Sales and customer service occupations,590
E05013509,Roundwood,8,"8. Process, plant and machine operatives",654
E05013509,Roundwood,9,9. Elementary occupations,1140
E05013510,Stonebridge,-8,Does not apply,12389
E05013510,Stonebridge,1,"1. Managers, directors and senior officials",628
E05013510,Stonebridge,2,2. Professional occupations,1331
E05013510,Stonebridge,3,3. Associate professional and technical occupations,890
E05013510,Stonebridge,4,4. Administrative and secretarial occupations,649
E05013510,Stonebridge,5,5. Skilled trades occupations,583
E05013510,Stonebridge,6,"6. Caring, leisure and other service occupations",1060
E05013510,Stonebridge,7,7. Sales and customer service occupations,812
E05013510,Stonebridge,8,"8. Process, plant and machine operatives",839
E05013510,Stonebridge,9,9. Elementary occupations,1073
E05013511,Sudbury,-8,Does not apply,7221
E05013511,Sudbury,1,"1. Managers, directors and senior officials",625
E05013511,Sudbury,2,2. Professional occupations,1029
E05013511,Sudbury,3,3. Associate professional and technical occupations,631
E05013511,Sudbury,4,4. Administrative and secretarial occupations,589
E05013511,Sudbury,5,5. Skilled trades occupations,698
